sample_id,class_name,source,split,tree_id,view_id,image_path,bbox_area,y_center,label_count,pca_x,pca_y,tsne_x,tsne_y,instance_id,x_center,bbox_w,bbox_h
9572,B1,DAMIMAS,train,DAMIMAS_A21B_0706,2,dataset_640\images\train\DAMIMAS_A21B_0706_2.jpg,0.05097915697,0.433437,4,3.9421244,-0.91890824,40.97036,6.2726226,9572,0.405058,0.258574,0.197155
13343,B1,DAMIMAS,val,DAMIMAS_A21B_0329,1,dataset_640\images\val\DAMIMAS_A21B_0329_1.jpg,0.005994518870000001,0.520554,1,-0.48736468,0.29197934,-7.1455584,-0.7406786,13343,0.344616,0.092558,0.064765
17624,B1,DAMIMAS,test,DAMIMAS_A21B_0837,1,dataset_640\images\test\DAMIMAS_A21B_0837_1.jpg,0.012179812972,0.436577,4,1.7488111,-3.3302712,42.32395,-0.89219725,17624,0.321676,0.131039,0.092948
17066,B1,DAMIMAS,test,DAMIMAS_A21B_0681,2,dataset_640\images\test\DAMIMAS_A21B_0681_2.jpg,0.018881947393,0.533295,8,-1.0356263,1.0384958,44.801384,8.5138035,17066,0.690226,0.174289,0.108337
15262,B1,DAMIMAS,test,DAMIMAS_A21B_0008,3,dataset_640\images\test\DAMIMAS_A21B_0008_3.jpg,0.012355319446,0.52744,4,4.80764,0.9841039,14.877913,12.471037,15262,0.318841,0.120773,0.102302
4162,B1,DAMIMAS,train,DAMIMAS_A21B_0348,3,dataset_640\images\train\DAMIMAS_A21B_0348_3.jpg,0.01589449056,0.347412,6,-1.7911184,1.4497371,-18.59399,-16.91224,4162,0.520616,0.130208,0.12207
12734,B1,DAMIMAS,val,DAMIMAS_A21B_0128,4,dataset_640\images\val\DAMIMAS_A21B_0128_4.jpg,0.028554851416,0.442038,4,3.2650936,-1.4875306,35.85925,4.9475493,12734,0.366101,0.189896,0.150371
16840,B1,DAMIMAS,test,DAMIMAS_A21B_0568,3,dataset_640\images\test\DAMIMAS_A21B_0568_3.jpg,0.024620149031,0.448529,6,3.8134692,-0.4733759,37.461365,3.7235525,16840,0.421569,0.198257,0.124183
1373,B1,DAMIMAS,train,DAMIMAS_A21B_0125,2,dataset_640\images\train\DAMIMAS_A21B_0125_2.jpg,0.01187286478,0.472161,4,1.6826755,-3.50062,33.669792,1.2359698,1373,0.631644,0.11777,0.100814
4993,B1,DAMIMAS,train,DAMIMAS_A21B_0396,2,dataset_640\images\train\DAMIMAS_A21B_0396_2.jpg,0.017878869736,0.421809,7,3.6099207,-1.1627922,8.56692,-3.1239686,4993,0.29457,0.153083,0.116792
11426,B1,DAMIMAS,train,DAMIMAS_A21B_0842,6,dataset_640\images\train\DAMIMAS_A21B_0842_6.jpg,0.021181706207999997,0.444362,6,3.8702912,-2.3186257,36.856663,1.7574266,11426,0.417421,0.164184,0.129012
6041,B1,DAMIMAS,train,DAMIMAS_A21B_0468,3,dataset_640\images\train\DAMIMAS_A21B_0468_3.jpg,0.01052911035,0.396062,5,3.5393782,-0.6585455,20.986248,-9.975112,6041,0.560033,0.114978,0.091575
10896,B1,DAMIMAS,train,DAMIMAS_A21B_0811,7,dataset_640\images\train\DAMIMAS_A21B_0811_7.jpg,0.006280721001,0.41639,5,1.047339,-6.262732,-5.5152664,24.542767,10896,0.465274,0.079251,0.079251
16270,B1,DAMIMAS,test,DAMIMAS_A21B_0360,3,dataset_640\images\test\DAMIMAS_A21B_0360_3.jpg,0.008774686464,0.375536,7,1.1073123,-3.4337847,35.414047,-0.005479833,16270,0.391812,0.105954,0.082816
17243,B1,DAMIMAS,test,DAMIMAS_A21B_0753,3,dataset_640\images\test\DAMIMAS_A21B_0753_3.jpg,0.010256586987,0.438436,4,-0.91271526,-2.1991036,43.96558,-5.1386623,17243,0.72581,0.106133,0.096639
14692,B1,DAMIMAS,val,DAMIMAS_A21B_0797,2,dataset_640\images\val\DAMIMAS_A21B_0797_2.jpg,0.01237688994,0.263904,3,-0.045705408,7.7265534,-5.153011,-22.36473,14692,0.348865,0.105407,0.11742
8922,B1,DAMIMAS,train,DAMIMAS_A21B_0667,1,dataset_640\images\train\DAMIMAS_A21B_0667_1.jpg,0.01197254696,0.311308,5,0.9825625,-0.37601542,46.0092,-2.1692104,8922,0.721939,0.126346,0.09476
3118,B1,DAMIMAS,train,DAMIMAS_A21B_0264,2,dataset_640\images\train\DAMIMAS_A21B_0264_2.jpg,0.017633677701,0.592624,6,1.1560585,-0.77025557,-20.311161,1.8754628,3118,0.371751,0.158649,0.111149
12504,B1,DAMIMAS,val,DAMIMAS_A21B_0067,1,dataset_640\images\val\DAMIMAS_A21B_0067_1.jpg,0.007209887382,0.533769,6,1.3258357,-3.1384237,4.0325003,16.305147,12504,0.342229,0.078794,0.091503
8191,B1,DAMIMAS,train,DAMIMAS_A21B_0617,4,dataset_640\images\train\DAMIMAS_A21B_0617_4.jpg,0.04703836530299999,0.52591,6,2.6402183,1.0401982,42.62474,5.7456703,8191,0.60084,0.308123,0.152661
4029,B1,DAMIMAS,train,DAMIMAS_A21B_0336,4,dataset_640\images\train\DAMIMAS_A21B_0336_4.jpg,0.05666032092000001,0.449845,5,6.8785963,-1.5137458,26.551933,1.3964667,4029,0.678344,0.251076,0.22567
2396,B1,DAMIMAS,train,DAMIMAS_A21B_0200,4,dataset_640\images\train\DAMIMAS_A21B_0200_4.jpg,0.02038847713,0.464572,2,6.285115,2.9910674,29.320858,7.6212606,2396,0.394038,0.16637,0.122549
12959,B1,DAMIMAS,val,DAMIMAS_A21B_0215,1,dataset_640\images\val\DAMIMAS_A21B_0215_1.jpg,0.014878532652,0.515393,5,5.382691,-5.033296,30.255814,-2.3361523,12959,0.386545,0.133239,0.111668
7363,B1,DAMIMAS,train,DAMIMAS_A21B_0561,2,dataset_640\images\train\DAMIMAS_A21B_0561_2.jpg,0.003393226875,0.328339,6,-0.11187529,-4.469781,43.25129,-8.779731,7363,0.679122,0.073375,0.046245
4562,B1,DAMIMAS,train,DAMIMAS_A21B_0372,4,dataset_640\images\train\DAMIMAS_A21B_0372_4.jpg,0.015852954207999998,0.363808,6,6.82098,-2.3808794,26.735092,-2.6889057,4562,0.465214,0.139144,0.113932
17004,B1,DAMIMAS,test,DAMIMAS_A21B_0641,3,dataset_640\images\test\DAMIMAS_A21B_0641_3.jpg,0.057524880768000004,0.402661,7,3.2506804,-2.7658656,40.03215,7.216524,17004,0.215686,0.318394,0.180672
2978,B1,DAMIMAS,train,DAMIMAS_A21B_0250,2,dataset_640\images\train\DAMIMAS_A21B_0250_2.jpg,0.009760078988,0.365536,8,2.228343,-1.9255475,18.743248,-1.3061103,2978,0.383987,0.127996,0.076253
15483,B1,DAMIMAS,test,DAMIMAS_A21B_0065,3,dataset_640\images\test\DAMIMAS_A21B_0065_3.jpg,0.017334300575,0.503728,6,5.1169496,-1.0453457,29.941097,-0.84281534,15483,0.621187,0.145697,0.118975
652,B1,DAMIMAS,train,DAMIMAS_A21B_0052,2,dataset_640\images\train\DAMIMAS_A21B_0052_2.jpg,0.017559549508,0.510092,4,3.745005,-4.065077,33.89648,2.112084,652,0.344291,0.146738,0.119666
1270,B1,DAMIMAS,train,DAMIMAS_A21B_0112,2,dataset_640\images\train\DAMIMAS_A21B_0112_2.jpg,0.014572406331000001,0.394684,4,4.276248,2.0684235,8.165388,-14.974142,1270,0.281863,0.140931,0.103401
129,B1,DAMIMAS,train,DAMIMAS_A21B_0011,4,dataset_640\images\train\DAMIMAS_A21B_0011_4.jpg,0.00799450344,0.503828,3,2.5011122,-0.9886793,7.955021,-6.569799,129,0.431813,0.098406,0.08124
14197,B1,DAMIMAS,val,DAMIMAS_A21B_0635,4,dataset_640\images\val\DAMIMAS_A21B_0635_4.jpg,0.045567953187,0.444547,8,3.998272,4.3957233,24.17981,8.689052,14197,0.718546,0.224673,0.202819
15916,B1,DAMIMAS,test,DAMIMAS_A21B_0195,4,dataset_640\images\test\DAMIMAS_A21B_0195_4.jpg,0.011912601682,0.42526,5,2.0256107,-1.0242736,28.436161,-9.439258,15916,0.419108,0.137174,0.086843
1058,B1,DAMIMAS,train,DAMIMAS_A21B_0088,1,dataset_640\images\train\DAMIMAS_A21B_0088_1.jpg,0.016829405332,0.421977,5,6.434893,-3.5508893,26.494625,-4.3427334,1058,0.427015,0.132898,0.126634
8148,B1,DAMIMAS,train,DAMIMAS_A21B_0615,4,dataset_640\images\train\DAMIMAS_A21B_0615_4.jpg,0.018343364271,0.540952,6,2.3946173,-2.9182997,41.080494,-5.8595653,8148,0.761983,0.151961,0.120711
7678,B1,DAMIMAS,train,DAMIMAS_A21B_0587,1,dataset_640\images\train\DAMIMAS_A21B_0587_1.jpg,0.030656726159999995,0.426428,1,4.0661325,4.0002747,19.4178,-18.034935,7678,0.455959,0.19937,0.153768
5366,B1,DAMIMAS,train,DAMIMAS_A21B_0424,1,dataset_640\images\train\DAMIMAS_A21B_0424_1.jpg,0.02244151239,0.46042,4,2.798229,0.6708237,-3.526653,8.291678,5366,0.669172,0.158815,0.141306
6961,B1,DAMIMAS,train,DAMIMAS_A21B_0533,3,dataset_640\images\train\DAMIMAS_A21B_0533_3.jpg,0.010562072261,0.555176,7,2.8570228,-3.1032183,36.991756,-1.5125338,6961,0.571059,0.126919,0.083219
15784,B1,DAMIMAS,test,DAMIMAS_A21B_0140,3,dataset_640\images\test\DAMIMAS_A21B_0140_3.jpg,0.01036361025,0.541547,6,4.716775,-0.008079314,15.223533,12.603327,15784,0.670572,0.115575,0.08967
1189,B1,DAMIMAS,train,DAMIMAS_A21B_0107,3,dataset_640\images\train\DAMIMAS_A21B_0107_3.jpg,0.018847066563,0.487515,7,4.182798,-1.6891724,37.291195,-3.9109006,1189,0.586448,0.155739,0.121017
12822,B1,DAMIMAS,val,DAMIMAS_A21B_0167,1,dataset_640\images\val\DAMIMAS_A21B_0167_1.jpg,0.018820107472,0.47835,6,1.4197433,4.4264627,3.4614756,-24.613148,12822,0.412128,0.153232,0.122821
4488,B1,DAMIMAS,train,DAMIMAS_A21B_0368,4,dataset_640\images\train\DAMIMAS_A21B_0368_4.jpg,0.01135268589,0.450333,8,2.3074996,1.1636052,17.854753,-11.221299,4488,0.457498,0.128085,0.088634
1119,B1,DAMIMAS,train,DAMIMAS_A21B_0101,1,dataset_640\images\train\DAMIMAS_A21B_0101_1.jpg,0.025470679798,0.493778,3,3.2198462,0.96096647,38.672836,4.4412236,1119,0.428356,0.198089,0.128582
4742,B1,DAMIMAS,train,DAMIMAS_A21B_0383,3,dataset_640\images\train\DAMIMAS_A21B_0383_3.jpg,0.008303533956,0.399526,6,-0.85711473,1.9830328,-9.498802,-11.152616,4742,0.402683,0.090196,0.092061
14194,B1,DAMIMAS,val,DAMIMAS_A21B_0635,3,dataset_640\images\val\DAMIMAS_A21B_0635_3.jpg,0.017201414844,0.399918,5,3.457502,1.7756537,4.9474597,-4.271369,14194,0.758715,0.139434,0.123366
14376,B1,DAMIMAS,val,DAMIMAS_A21B_0694,3,dataset_640\images\val\DAMIMAS_A21B_0694_3.jpg,0.030832440599999997,0.20718,4,2.9372578,-2.4496272,41.942657,1.0855069,14376,0.689661,0.189435,0.16276
4058,B1,DAMIMAS,train,DAMIMAS_A21B_0340,4,dataset_640\images\train\DAMIMAS_A21B_0340_4.jpg,0.009188408173,0.345617,3,-0.86916095,1.522841,-17.037668,-0.6043489,4058,0.510851,0.114251,0.080423
15300,B1,DAMIMAS,test,DAMIMAS_A21B_0029,1,dataset_640\images\test\DAMIMAS_A21B_0029_1.jpg,0.017151066976,0.482926,6,2.630894,-1.6340971,38.663322,-0.26259524,15300,0.500166,0.136258,0.125872
6913,B1,DAMIMAS,train,DAMIMAS_A21B_0530,3,dataset_640\images\train\DAMIMAS_A21B_0530_3.jpg,0.011396230125,0.464402,5,3.228427,-7.525577,32.418484,-1.6006894,6913,0.67935,0.109711,0.103875
12708,B1,DAMIMAS,val,DAMIMAS_A21B_0104,4,dataset_640\images\val\DAMIMAS_A21B_0104_4.jpg,0.024287859744,0.533088,7,3.5717914,-1.2482584,39.113907,6.7771115,12708,0.342456,0.167484,0.145016
13763,B1,DAMIMAS,val,DAMIMAS_A21B_0492,1,dataset_640\images\val\DAMIMAS_A21B_0492_1.jpg,0.01737479925,0.388361,5,3.8024585,-1.4593865,16.596094,0.9089882,13763,0.639944,0.145335,0.11955
16856,B1,DAMIMAS,test,DAMIMAS_A21B_0571,2,dataset_640\images\test\DAMIMAS_A21B_0571_2.jpg,0.029599594343,0.369875,5,3.4544342,0.26192632,39.31132,10.665801,16856,0.637775,0.201277,0.147059
5092,B1,DAMIMAS,train,DAMIMAS_A21B_0403,1,dataset_640\images\train\DAMIMAS_A21B_0403_1.jpg,0.01249214403,0.436892,7,3.1431243,-2.4457748,40.158794,2.5084577,5092,0.290512,0.12161,0.102723
7262,B1,DAMIMAS,train,DAMIMAS_A21B_0554,2,dataset_640\images\train\DAMIMAS_A21B_0554_2.jpg,0.01443339282,0.490441,8,4.7890263,-0.87052065,37.043278,2.7411633,7262,0.478595,0.138235,0.104412
12437,B1,DAMIMAS,val,DAMIMAS_A21B_0002,3,dataset_640\images\val\DAMIMAS_A21B_0002_3.jpg,0.017615378991,0.469961,8,2.5987797,0.37593833,6.6894555,-7.1239796,12437,0.47492,0.139839,0.125969
7407,B1,DAMIMAS,train,DAMIMAS_A21B_0563,1,dataset_640\images\train\DAMIMAS_A21B_0563_1.jpg,0.01722756078,0.255273,5,-0.1543687,0.7920991,-9.0176325,4.3319917,7407,0.371262,0.13369,0.128862
14287,B1,DAMIMAS,val,DAMIMAS_A21B_0664,3,dataset_640\images\val\DAMIMAS_A21B_0664_3.jpg,0.023295445698,0.359499,8,2.62067,-3.1253772,35.397583,4.7505155,14287,0.334048,0.185738,0.125421
4012,B1,DAMIMAS,train,DAMIMAS_A21B_0336,1,dataset_640\images\train\DAMIMAS_A21B_0336_1.jpg,0.050038568532,0.455823,6,3.9657633,-2.0823298,36.61632,4.0630417,4012,0.418799,0.234138,0.213714
3572,B1,DAMIMAS,train,DAMIMAS_A21B_0299,2,dataset_640\images\train\DAMIMAS_A21B_0299_2.jpg,0.008099052964999999,0.359898,3,-5.8989253,-1.2285724,-33.87093,-1.2784067,3572,0.727652,0.089359,0.090635
10483,B1,DAMIMAS,train,DAMIMAS_A21B_0777,1,dataset_640\images\train\DAMIMAS_A21B_0777_1.jpg,0.009244751724,0.460629,4,-1.1009909,2.5551462,-13.706386,-21.535627,10483,0.772707,0.126222,0.073242
12970,B1,DAMIMAS,val,DAMIMAS_A21B_0215,3,dataset_640\images\val\DAMIMAS_A21B_0215_3.jpg,0.008309106609999999,0.408729,3,5.5933533,-4.9442387,28.378555,-3.909097,12970,0.524779,0.097018,0.085645
3075,B1,DAMIMAS,train,DAMIMAS_A21B_0262,2,dataset_640\images\train\DAMIMAS_A21B_0262_2.jpg,0.018136929102,0.534007,5,-1.5820341,1.2845337,-20.510824,1.2343081,3075,0.333129,0.118873,0.152574
14345,B1,DAMIMAS,val,DAMIMAS_A21B_0688,1,dataset_640\images\val\DAMIMAS_A21B_0688_1.jpg,0.040376169925000004,0.417543,5,3.7156627,-3.8956788,42.48655,10.968301,14345,0.327641,0.202825,0.199069
10851,B1,DAMIMAS,train,DAMIMAS_A21B_0810,7,dataset_640\images\train\DAMIMAS_A21B_0810_7.jpg,0.01658569684,0.459411,6,4.4605536,-0.49580696,11.885471,-2.664706,10851,0.34155,0.137944,0.120235
10102,B1,DAMIMAS,train,DAMIMAS_A21B_0745,1,dataset_640\images\train\DAMIMAS_A21B_0745_1.jpg,0.035709001524,0.454151,8,4.7568855,-0.9620403,37.952816,2.3032331,10102,0.538199,0.221886,0.160934
231,B1,DAMIMAS,train,DAMIMAS_A21B_0018,1,dataset_640\images\train\DAMIMAS_A21B_0018_1.jpg,0.007936259625,0.514373,3,2.9680896,1.5869681,10.646665,-12.9443445,231,0.603688,0.096425,0.082305
6805,B1,DAMIMAS,train,DAMIMAS_A21B_0520,4,dataset_640\images\train\DAMIMAS_A21B_0520_4.jpg,0.022935738128,0.470522,4,2.4346974,0.16415168,29.973803,16.285181,6805,0.505653,0.158099,0.145072
15338,B1,DAMIMAS,test,DAMIMAS_A21B_0039,1,dataset_640\images\test\DAMIMAS_A21B_0039_1.jpg,0.009743962391,0.55144,4,2.9128573,-3.5160127,38.56673,-5.9944515,15338,0.563746,0.102881,0.094711
4001,B1,DAMIMAS,train,DAMIMAS_A21B_0334,3,dataset_640\images\train\DAMIMAS_A21B_0334_3.jpg,0.021713581984000002,0.504917,5,0.41406024,-2.0410392,35.27618,1.5262055,4001,0.476801,0.140704,0.154321
4674,B1,DAMIMAS,train,DAMIMAS_A21B_0378,1,dataset_640\images\train\DAMIMAS_A21B_0378_1.jpg,0.00162180918,0.463325,7,-7.2018795,0.47086847,-30.001495,-7.158738,4674,0.607422,0.052445,0.030924
14987,B1,DAMIMAS,val,DAMIMAS_A21B_0836,6,dataset_640\images\val\DAMIMAS_A21B_0836_6.jpg,0.009827709484999999,0.552775,4,0.6030936,-0.7499816,11.50655,11.462445,14987,0.300695,0.089209,0.110165
2057,B1,DAMIMAS,train,DAMIMAS_A21B_0174,1,dataset_640\images\train\DAMIMAS_A21B_0174_1.jpg,0.008652318227000001,0.46747,6,1.2420157,-3.9028358,37.51147,-6.4223075,2057,0.610054,0.108131,0.080017
945,B1,DAMIMAS,train,DAMIMAS_A21B_0082,1,dataset_640\images\train\DAMIMAS_A21B_0082_1.jpg,0.008245591836,0.565359,3,3.9414585,-6.5288067,30.807652,-2.8683548,945,0.630719,0.092593,0.089052
10235,B1,DAMIMAS,train,DAMIMAS_A21B_0752,1,dataset_640\images\train\DAMIMAS_A21B_0752_1.jpg,0.0061049106149999996,0.504792,3,-0.72818476,-0.17727663,-7.751345,-2.482876,10235,0.723751,0.076665,0.079631
12509,B1,DAMIMAS,val,DAMIMAS_A21B_0067,2,dataset_640\images\val\DAMIMAS_A21B_0067_2.jpg,0.00993987471,0.438574,5,1.3140348,0.76116633,5.026396,-11.107216,12509,0.631728,0.095215,0.104394
747,B1,DAMIMAS,train,DAMIMAS_A21B_0060,4,dataset_640\images\train\DAMIMAS_A21B_0060_4.jpg,0.005163518417,0.558851,4,-0.10560352,4.0261936,-6.7583084,-11.73894,747,0.339387,0.080957,0.063781
12472,B1,DAMIMAS,val,DAMIMAS_A21B_0053,3,dataset_640\images\val\DAMIMAS_A21B_0053_3.jpg,0.012137509494,0.492675,2,3.5966566,-1.8174337,9.541582,-0.43448627,12472,0.374502,0.132973,0.091278
17505,B1,DAMIMAS,test,DAMIMAS_A21B_0822,2,dataset_640\images\test\DAMIMAS_A21B_0822_2.jpg,0.008443903575,0.451861,5,2.951549,-2.617122,12.027124,2.855615,17505,0.276756,0.103893,0.081275
699,B1,DAMIMAS,train,DAMIMAS_A21B_0055,3,dataset_640\images\train\DAMIMAS_A21B_0055_3.jpg,0.009048519306,0.457959,6,1.2872108,2.0638576,0.20930257,-1.6229044,699,0.337918,0.109386,0.082721
5037,B1,DAMIMAS,train,DAMIMAS_A21B_0398,2,dataset_640\images\train\DAMIMAS_A21B_0398_2.jpg,0.00979913662,0.375669,7,1.9990101,0.27057806,6.644641,-6.8948474,5037,0.665107,0.111722,0.08771
6229,B1,DAMIMAS,train,DAMIMAS_A21B_0484,3,dataset_640\images\train\DAMIMAS_A21B_0484_3.jpg,0.05266097277,0.329282,5,1.237125,-0.11667171,42.98051,2.1528428,6229,0.734053,0.298354,0.176505
7125,B1,DAMIMAS,train,DAMIMAS_A21B_0543,4,dataset_640\images\train\DAMIMAS_A21B_0543_4.jpg,0.010695159636,0.339461,3,0.73506564,-3.5128868,10.800035,21.734066,7125,0.65768,0.113834,0.093954
14408,B1,DAMIMAS,val,DAMIMAS_A21B_0698,2,dataset_640\images\val\DAMIMAS_A21B_0698_2.jpg,0.024662956028,0.271118,5,-0.5244145,-1.8182487,44.04522,9.291994,14408,0.531738,0.131836,0.187073
12860,B1,DAMIMAS,val,DAMIMAS_A21B_0179,4,dataset_640\images\val\DAMIMAS_A21B_0179_4.jpg,0.015707790149999998,0.3846,5,3.7672975,-1.6090919,27.807993,-8.500287,12860,0.49646,0.126906,0.123775
2922,B1,DAMIMAS,train,DAMIMAS_A21B_0247,2,dataset_640\images\train\DAMIMAS_A21B_0247_2.jpg,0.025426565784,0.282454,5,3.633603,-1.8035074,34.629856,-3.803007,2922,0.605349,0.212132,0.119862
16415,B1,DAMIMAS,test,DAMIMAS_A21B_0410,4,dataset_640\images\test\DAMIMAS_A21B_0410_4.jpg,0.011747551274999999,0.416149,8,2.434029,-2.8901296,42.11081,-3.0968568,16415,0.694573,0.115905,0.101355
16079,B1,DAMIMAS,test,DAMIMAS_A21B_0266,4,dataset_640\images\test\DAMIMAS_A21B_0266_4.jpg,0.011012052607999997,0.435509,4,1.1137041,-2.616505,-1.1770084,14.173869,16079,0.697508,0.085376,0.128983
3348,B1,DAMIMAS,train,DAMIMAS_A21B_0285,1,dataset_640\images\train\DAMIMAS_A21B_0285_1.jpg,0.013645524555,0.509937,9,1.2235705,-0.5612713,43.538315,1.1894764,3348,0.387769,0.139815,0.097597
8904,B1,DAMIMAS,train,DAMIMAS_A21B_0665,4,dataset_640\images\train\DAMIMAS_A21B_0665_4.jpg,0.012408447599999999,0.350952,6,2.115351,-3.903473,38.760754,-3.82215,8904,0.410708,0.128852,0.0963
4450,B1,DAMIMAS,train,DAMIMAS_A21B_0367,1,dataset_640\images\train\DAMIMAS_A21B_0367_1.jpg,0.010504144156,0.321064,3,0.9968278,0.58077306,-10.980771,12.7631445,4450,0.478722,0.129692,0.080993
2927,B1,DAMIMAS,train,DAMIMAS_A21B_0247,3,dataset_640\images\train\DAMIMAS_A21B_0247_3.jpg,0.022137913824,0.328304,5,2.3815234,6.0317755,8.232161,-24.050802,2927,0.641697,0.177866,0.124464
6610,B1,DAMIMAS,train,DAMIMAS_A21B_0508,1,dataset_640\images\train\DAMIMAS_A21B_0508_1.jpg,0.011143025802,0.482955,7,-0.48917672,1.2668458,-9.350238,-10.375995,6610,0.529251,0.128367,0.086806
