sample_id,class_name,source,split,tree_id,view_id,image_path,bbox_area,y_center,label_count,pca_x,pca_y,tsne_x,tsne_y,centroid_distance,instance_id,x_center,bbox_w,bbox_h
7427,B3,DAMIMAS,train,DAMIMAS_A21B_0565,1,dataset_640\images\train\DAMIMAS_A21B_0565_1.jpg,0.0016789490189999998,0.305679,6,-8.454593658447266,-2.6005358695983887,-41.40027618408203,-1.2705882787704468,13.688252449035645,7427,0.189851,0.056727,0.029597
7405,B3,DAMIMAS,train,DAMIMAS_A21B_0563,1,dataset_640\images\train\DAMIMAS_A21B_0563_1.jpg,0.0021760169760000002,0.187314,5,-6.949081897735596,-4.356912612915039,-42.66817092895508,-0.8838688731193542,13.776107788085938,7405,0.637156,0.060408,0.036022
12329,B3,LONSUM,train,LONSUM_A21A_0084,4,dataset_640\images\train\LONSUM_A21A_0084_4.jpg,0.001420663798,0.156982,2,-8.818551063537598,-1.8500632047653198,-40.837867736816406,-4.348127365112305,13.864431381225586,12329,0.609538,0.035482,0.040039
17102,B3,DAMIMAS,test,DAMIMAS_A21B_0684,3,dataset_640\images\test\DAMIMAS_A21B_0684_3.jpg,0.036929678045999996,0.389489,6,0.4519540071487427,1.7936933040618896,26.661182403564453,18.254281997680664,13.882122039794922,17102,0.522711,0.181686,0.203261
17928,B3,LONSUM,test,LONSUM_A21A_0091,2,dataset_640\images\test\LONSUM_A21A_0091_2.jpg,0.001269951762,0.251221,4,-9.791345596313477,-2.357290267944336,-40.050743103027344,-5.346181869506836,15.013155937194824,17928,0.447754,0.027669,0.045898
17835,B3,LONSUM,test,LONSUM_A21A_0056,2,dataset_640\images\test\LONSUM_A21A_0056_2.jpg,0.002965525368,0.486127,3,-9.659012794494629,-2.2178587913513184,-39.17629623413086,-4.312747478485107,15.07190990447998,17835,0.509465,0.040079,0.073992
11961,B4,LONSUM,train,LONSUM_A21A_0034,3,dataset_640\images\train\LONSUM_A21A_0034_3.jpg,0.006423584391000001,0.380047,4,-6.345303058624268,-3.1028501987457275,-37.09735107421875,6.995431900024414,13.46173095703125,11961,0.536003,0.095893,0.066987
12074,B4,LONSUM,train,LONSUM_A21A_0047,4,dataset_640\images\train\LONSUM_A21A_0047_4.jpg,0.0012121582760000003,0.387988,5,-8.987492561340332,-2.0833418369293213,-42.14850997924805,-2.6450119018554688,13.487015724182129,12074,0.561107,0.035492,0.034153
17354,B4,DAMIMAS,test,DAMIMAS_A21B_0781,2,dataset_640\images\test\DAMIMAS_A21B_0781_2.jpg,0.001704815478,0.208198,7,-9.131865501403809,-2.440728187561035,-41.36219024658203,-6.338701248168945,13.780987739562988,17354,0.470161,0.034722,0.049099
9820,B4,DAMIMAS,train,DAMIMAS_A21B_0723,3,dataset_640\images\train\DAMIMAS_A21B_0723_3.jpg,0.034145790294,0.281897,8,5.998454570770264,5.646775245666504,22.65728759765625,9.882150650024414,14.037707328796387,9820,0.555641,0.220294,0.155001
273,B4,DAMIMAS,train,DAMIMAS_A21B_0020,2,dataset_640\images\train\DAMIMAS_A21B_0020_2.jpg,0.00562254812,0.398075,4,-3.1268959045410156,-2.16001296043396,-31.639068603515625,13.313202857971191,14.206260681152344,273,0.431851,0.094054,0.05978
13719,B4,DAMIMAS,val,DAMIMAS_A21B_0482,4,dataset_640\images\val\DAMIMAS_A21B_0482_4.jpg,0.0010457176320000001,0.454737,7,-6.731446266174316,-3.2507517337799072,-42.111873626708984,3.264874219894409,14.43702507019043,13719,0.462343,0.035136,0.029762
17939,B4,LONSUM,test,LONSUM_A21A_0095,1,dataset_640\images\test\LONSUM_A21A_0095_1.jpg,0.001298043552,0.201959,3,-9.12977409362793,-2.269089698791504,-39.50648498535156,-5.0706787109375,14.618005752563477,17939,0.452076,0.032552,0.039876
12262,B4,LONSUM,train,LONSUM_A21A_0073,3,dataset_640\images\train\LONSUM_A21A_0073_3.jpg,0.0027766739520000004,0.272229,2,-9.45219612121582,-1.567994475364685,-38.853878021240234,-3.772775411605835,14.668169021606445,12262,0.473004,0.041964,0.066168
